Model name,input_shape,total_flops,total_params
ResNet-20V2,"(1, 2400, 2400, 3)",749597138248,14971530
SENet-154,"(1, 800, 800, 3)",528342241197,115336536
SENet-154,"(1, 896, 896, 3)",662689537965,115336536
SENet-154,"(1, 1024, 1024, 3)",865477910445,115336536
SENet-154,"(1, 1200, 1200, 3)",1191219906477,115336536
SENet-154,"(1, 1600, 1600, 3)",2112626401197,115336536
SENet-154,"(1, 1792, 1792, 3)",2650015588269,115336536
ResNet-44,"(1, 32, 32, 3)",198146159,665994
ResNet-44,"(1, 56, 56, 3)",601369199,665994
ResNet-44,"(1, 64, 64, 3)",784672367,667914
ResNet-44,"(1, 75, 75, 3)",1095493039,667914
ResNet-44,"(1, 112, 112, 3)",2397597807,671114
ResNet-44,"(1, 128, 128, 3)",3130777199,675594
ResNet-44,"(1, 150, 150, 3)",4336225327,675594
ResNet-44,"(1, 224, 224, 3)",9582565487,696714
ResNet-44,"(1, 240, 240, 3)",10999955567,696714
ResNet-44,"(1, 256, 256, 3)",12515196527,706314
ResNet-44,"(1, 299, 299, 3)",17146605487,717194
ResNet-44,"(1, 320, 320, 3)",19553511023,729354
ResNet-44,"(1, 331, 331, 3)",21003691439,729354
ResNet-44,"(1, 448, 448, 3)",38322349679,790794
ResNet-44,"(1, 480, 480, 3)",43992103023,809354
ResNet-44,"(1, 568, 568, 3)",61599935087,850314
ResNet-44,"(1, 600, 600, 3)",68735993967,872714
ResNet-44,"(1, 800, 800, 3)",122195597423,1065354
ResNet-44,"(1, 896, 896, 3)",153281486447,1167114
ResNet-44,"(1, 1024, 1024, 3)",200203583087,1320714
ResNet-44,"(1, 1200, 1200, 3)",274936549487,1541514
ResNet-44,"(1, 1600, 1600, 3)",488774477423,2265354
ResNet-44,"(1, 1792, 1792, 3)",613118033519,2672394
ResNet-44,"(1, 2400, 2400, 3)",1099739277423,4265354
ResNet-152,"(1, 1792, 1792, 3)",1446384740738,60419944
ResNet-152,"(1, 2400, 2400, 3)",2594261521794,60419944
ResNext-50,"(1, 28, 28, 3)",217750801,25097137
ResNext-101,"(1, 28, 28, 3)",408786873,44315569
SEResNet-18,"(1, 28, 28, 3)",93706883,11788969
SEResNet-34,"(1, 28, 28, 3)",187530679,21976669
SEResNet-50,"(1, 28, 28, 3)",215516256,28141144
SEResNet-101,"(1, 28, 28, 3)",414186331,49432216
SEResNet-152,"(1, 28, 28, 3)",604630486,66973272
SEResNext-50,"(1, 28, 28, 3)",228028880,27628120
SEResNext-101,"(1, 28, 28, 3)",428135642,49093272
ShuffleNet0.5-v1,"(1, 28, 28, 3)",8797394,1270780
ShuffleNet1.0-v1,"(1, 28, 28, 3)",32031266,4396432
ShuffleNet1.5-v1,"(1, 28, 28, 3)",69707762,9377956
ShuffleNet2.0-v1,"(1, 28, 28, 3)",121826882,16215352
ShuffleNet0.5-v2,"(1, 28, 28, 3)",12178753,2296774
ShuffleNet1.0-v2,"(1, 28, 28, 3)",31784253,5043740
ShuffleNet1.5-v2,"(1, 28, 28, 3)",62919689,9266922
ShuffleNet2.0-v2,"(1, 28, 28, 3)",105585061,14966320
MNASNet0.5,"(1, 28, 28, 3)",199475709,1400464
MNASNet0.35,"(1, 28, 28, 3)",108088285,807912
MNASNet0.75,"(1, 28, 28, 3)",425984525,2653536
MNASNet1.0,"(1, 28, 28, 3)",633342109,4214096
MNASNet1.4,"(1, 28, 28, 3)",1208710813,7602928
EfficientNet-B0,"(1, 28, 28, 3)",29438140,5288548
EfficientNet-B1,"(1, 28, 28, 3)",42699502,7794184
EfficientNet-B2,"(1, 28, 28, 3)",49646610,9109994
EfficientNet-B3,"(1, 28, 28, 3)",68833194,12233232
EfficientNet-B4,"(1, 28, 28, 3)",107765634,19341616
ResNet-152V2,"(1, 1792, 1792, 3)",1397759762042,60380648
ResNet-152V2,"(1, 2400, 2400, 3)",2507043582586,60380648
SqueezeNet-v1.1,"(1, 56, 56, 3)",28918021,1235496
SqueezeNet-v1.1,"(1, 512, 512, 3)",3905634229,1235496
DenseNet-121,"(1, 512, 512, 3)",29634818875,8062504
DenseNet-161,"(1, 512, 512, 3)",81974182629,28900936
DenseNet-169,"(1, 512, 512, 3)",35134922187,14307880
DenseNet-201,"(1, 512, 512, 3)",44878311467,20242984
DenseNet-264,"(1, 512, 512, 3)",61579653241,33736232
DPN-92,"(1, 512, 512, 3)",68111965926,37769632
DPN-98,"(1, 512, 512, 3)",122232750918,61701472
DPN-107,"(1, 512, 512, 3)",191598216348,87055456
DPN-137,"(1, 512, 512, 3)",167698828166,79413504
Inception-v1,"(1, 512, 512, 3)",15935779959,6633209
Inception-v3,"(1, 512, 512, 3)",35166469483,23851784
Xception,"(1, 512, 512, 3)",47894949147,22910480
InceptionResNetV2,"(1, 512, 512, 3)",81315173309,55873736
MobileNet0.25-v1,"(1, 512, 512, 3)",427575317,475544
MobileNet0.5-v1,"(1, 512, 512, 3)",1560572517,1342536
MobileNet0.75-v1,"(1, 512, 512, 3)",3398997685,2601976
MobileNet1.0-v1,"(1, 512, 512, 3)",5942850821,4253864
MobileNet0.35-v2,"(1, 512, 512, 3)",612784717,1691208
MobileNet0.5-v2,"(1, 512, 512, 3)",1009023173,1987224
MobileNet0.75-v2,"(1, 512, 512, 3)",2180315477,2663064
MobileNet1.0-v2,"(1, 512, 512, 3)",3140458669,3538984
MobileNet1.3-v2,"(1, 512, 512, 3)",5321077501,5431048
MobileNet1.4-v2,"(1, 512, 512, 3)",6082497197,6156712
ResNet-18,"(1, 512, 512, 3)",19121999547,11699889
ResNet-34,"(1, 512, 512, 3)",38472849259,21815473
ResNet-50,"(1, 512, 512, 3)",40439834651,25636712
ResNet-101,"(1, 512, 512, 3)",79311333097,44707176
ResNet-152,"(1, 512, 512, 3)",118186617218,60419944
ResNet-50V2,"(1, 512, 512, 3)",36490353992,25613800
ResNet-101V2,"(1, 512, 512, 3)",75352939489,44675560
ResNet-152V2,"(1, 512, 512, 3)",114217213562,60380648
ResNet-20,"(1, 512, 512, 3)",20972211367,437642
ResNet-32,"(1, 512, 512, 3)",35512542603,633418
ResNet-44,"(1, 512, 512, 3)",50052873839,829194
ResNet-56,"(1, 512, 512, 3)",64593205075,1024970
ResNet-110,"(1, 512, 512, 3)",130024695637,1905962
ResNet-164,"(1, 512, 512, 3)",195456186199,2786954
ResNet-20V2,"(1, 512, 512, 3)",34117154120,1226890
ResNet-38V2,"(1, 512, 512, 3)",66759401278,1776714
ResNet-47V2,"(1, 512, 512, 3)",83080524857,2051626
ResNet-56V2,"(1, 512, 512, 3)",99401648436,2326538
ResNet-110V2,"(1, 512, 512, 3)",197328389910,3976010
ResNet-164V2,"(1, 512, 512, 3)",295255131384,5625482
ResNet-1001V2,"(1, 512, 512, 3)",1813119624231,31192298
ResNext-50,"(1, 512, 512, 3)",44275788241,25097137
ResNext-101,"(1, 512, 512, 3)",83406083193,44315569
SEResNet-18,"(1, 512, 512, 3)",19130214083,11788969
SEResNet-34,"(1, 512, 512, 3)",38487899959,21976669
SEResNet-50,"(1, 512, 512, 3)",40452269856,28141144
SEResNet-101,"(1, 512, 512, 3)",79341612571,49432216
SEResNet-152,"(1, 512, 512, 3)",118235263126,66973272
SEResNext-50,"(1, 512, 512, 3)",44343535760,27628120
SEResNext-101,"(1, 512, 512, 3)",83518413722,49093272
ShuffleNet0.5-v1,"(1, 512, 512, 3)",1478875574,1270780
ShuffleNet1.0-v1,"(1, 512, 512, 3)",5721833066,4396432
ShuffleNet1.5-v1,"(1, 512, 512, 3)",12728878622,9377956
ShuffleNet2.0-v1,"(1, 512, 512, 3)",22500012242,16215352
ShuffleNet0.5-v2,"(1, 512, 512, 3)",1448525443,2296774
ShuffleNet1.0-v2,"(1, 512, 512, 3)",5102170593,5043740
ShuffleNet1.5-v2,"(1, 512, 512, 3)",10965299759,9266922
ShuffleNet2.0-v2,"(1, 512, 512, 3)",19037912941,14966320
MNASNet0.35,"(1, 512, 512, 3)",108088285,807912
MNASNet0.5,"(1, 512, 512, 3)",199475709,1400464
MNASNet0.75,"(1, 512, 512, 3)",425984525,2653536
MNASNet1.0,"(1, 512, 512, 3)",633342109,4214096
MNASNet1.4,"(1, 512, 512, 3)",1208710813,7602928
EfficientNet-B0,"(1, 512, 512, 3)",4085726980,5288548
EfficientNet-B1,"(1, 512, 512, 3)",6037755022,7794184
EfficientNet-B2,"(1, 512, 512, 3)",6975337890,9109994
EfficientNet-B3,"(1, 512, 512, 3)",10180386834,12233232
EfficientNet-B4,"(1, 512, 512, 3)",15877844034,19341616
EfficientNet-B5,"(1, 512, 512, 3)",24861844700,30389784
EfficientNet-B6,"(1, 512, 512, 3)",35421116332,43040704
EfficientNet-B7,"(1, 512, 512, 3)",54449701146,66347960
SENet-154,"(1, 512, 512, 3)",216555118509,115336536
VGG-16,"(1, 64, 64, 3)",2653660416,43985704
VGG-16,"(1, 128, 128, 3)",10275857664,69151528
VGG-16,"(1, 256, 256, 3)",40764646656,169814824
VGG-16,"(1, 331, 331, 3)",66816201472,245312296
NASNet-Mobile,"(1, 64, 64, 3)",105385814,5326716
NASNet-Mobile,"(1, 128, 128, 3)",383702166,5326716
NASNet-Mobile,"(1, 256, 256, 3)",1497278870,5326716
NASNet-Mobile,"(1, 331, 331, 3)",2629916665,5326716
NASNet-Large,"(1, 64, 64, 3)",1868148675,88949818
NASNet-Large,"(1, 128, 128, 3)",6917229891,88949818
NASNet-Large,"(1, 256, 256, 3)",27115250499,88949818
NASNet-Large,"(1, 331, 331, 3)",47876527473,88949818
VGG-19,"(1, 64, 64, 3)",3343860995,49295400
VGG-19,"(1, 128, 128, 3)",13004809475,74461224
VGG-19,"(1, 256, 256, 3)",51648603395,175124520
VGG-19,"(1, 331, 331, 3)",84580948227,250621992
VGG-19,"(1, 256, 256, 3)",51648603395,175124520
SqueezeNet-v1.1,"(1, 90, 90, 3)",85179269,1235496
SqueezeNet-v1.1,"(1, 512, 512, 3)",3905634229,1235496
SqueezeNet-v1.1,"(1, 720, 720, 3)",7822306053,1235496
DenseNet-121,"(1, 90, 90, 3)",877356283,8062504
DenseNet-121,"(1, 512, 512, 3)",29634818875,8062504
DenseNet-121,"(1, 720, 720, 3)",58491515707,8062504
DenseNet-161,"(1, 512, 512, 3)",81974182629,28900936
DenseNet-161,"(1, 720, 720, 3)",161495539329,28900936
DenseNet-169,"(1, 90, 90, 3)",1008296331,14307880
DenseNet-169,"(1, 512, 512, 3)",35134922187,14307880
DenseNet-169,"(1, 720, 720, 3)",69190033355,14307880
DenseNet-201,"(1, 90, 90, 3)",1253427179,20242984
DenseNet-201,"(1, 512, 512, 3)",44878311467,20242984
DenseNet-201,"(1, 720, 720, 3)",88399275563,20242984
DenseNet-264,"(1, 512, 512, 3)",61579653241,33736232
DenseNet-264,"(1, 720, 720, 3)",120941908501,33736232
DPN-92,"(1, 90, 90, 3)",2512305382,37769632
DPN-92,"(1, 512, 512, 3)",68111965926,37769632
DPN-92,"(1, 720, 720, 3)",135135105382,37769632
DPN-98,"(1, 90, 90, 3)",4489188710,61701472
DPN-98,"(1, 512, 512, 3)",122232750918,61701472
DPN-98,"(1, 720, 720, 3)",242382185414,61701472
DPN-107,"(1, 90, 90, 3)",6997775004,87055456
DPN-107,"(1, 512, 512, 3)",191598216348,87055456
DPN-107,"(1, 720, 720, 3)",379710236444,87055456
DPN-137,"(1, 90, 90, 3)",6141559174,79413504
DPN-137,"(1, 512, 512, 3)",167698828166,79413504
DPN-137,"(1, 720, 720, 3)",332250951174,79413504
Inception-v1,"(1, 512, 512, 3)",15935779959,6633209
Inception-v1,"(1, 720, 720, 3)",31799360741,6633209
Inception-v3,"(1, 90, 90, 3)",541790891,23851784
Inception-v3,"(1, 512, 512, 3)",35166469483,23851784
Inception-v3,"(1, 720, 720, 3)",72566819595,23851784
Xception,"(1, 90, 90, 3)",1624974667,22910480
Xception,"(1, 512, 512, 3)",47894949147,22910480
Xception,"(1, 720, 720, 3)",95025715947,22910480
InceptionResNetV2,"(1, 90, 90, 3)",1107203133,55873736
InceptionResNetV2,"(1, 512, 512, 3)",81315173309,55873736
InceptionResNetV2,"(1, 720, 720, 3)",168184119037,55873736
MobileNet0.25-v1,"(1, 90, 90, 3)",12383509,475544
MobileNet0.25-v1,"(1, 512, 512, 3)",427575317,475544
MobileNet0.25-v1,"(1, 720, 720, 3)",839585429,475544
MobileNet0.5-v1,"(1, 90, 90, 3)",43114085,1342536
MobileNet0.5-v1,"(1, 512, 512, 3)",1560572517,1342536
MobileNet0.5-v1,"(1, 720, 720, 3)",3064659813,1342536
MobileNet0.75-v1,"(1, 90, 90, 3)",92197813,2601976
MobileNet0.75-v1,"(1, 512, 512, 3)",3398997685,2601976
MobileNet0.75-v1,"(1, 720, 720, 3)",6675229237,2601976
MobileNet1.0-v1,"(1, 90, 90, 3)",159634693,4253864
MobileNet1.0-v1,"(1, 512, 512, 3)",5942850821,4253864
MobileNet1.0-v1,"(1, 720, 720, 3)",11671293701,4253864
MobileNet0.35-v2,"(1, 90, 90, 3)",21178293,1691208
MobileNet0.35-v2,"(1, 512, 512, 3)",612784717,1691208
MobileNet0.35-v2,"(1, 720, 720, 3)",1192782613,1691208
MobileNet0.5-v2,"(1, 90, 90, 3)",31221733,1987224
MobileNet0.5-v2,"(1, 512, 512, 3)",1009023173,1987224
MobileNet0.5-v2,"(1, 720, 720, 3)",1966193605,1987224
MobileNet0.75-v2,"(1, 90, 90, 3)",62338757,2663064
MobileNet0.75-v2,"(1, 512, 512, 3)",2180315477,2663064
MobileNet0.75-v2,"(1, 720, 720, 3)",4260022229,2663064
MobileNet1.0-v2,"(1, 90, 90, 3)",85686765,3538984
MobileNet1.0-v2,"(1, 512, 512, 3)",3140458669,3538984
MobileNet1.0-v2,"(1, 720, 720, 3)",6129409709,3538984
MobileNet1.3-v2,"(1, 90, 90, 3)",143447197,5431048
MobileNet1.3-v2,"(1, 512, 512, 3)",5321077501,5431048
MobileNet1.3-v2,"(1, 720, 720, 3)",10388201741,5431048
MobileNet1.4-v2,"(1, 90, 90, 3)",163171301,6156712
MobileNet1.4-v2,"(1, 512, 512, 3)",6082497197,6156712
MobileNet1.4-v2,"(1, 720, 720, 3)",11873272069,6156712
ResNet-18,"(1, 90, 90, 3)",676286715,11699889
ResNet-18,"(1, 512, 512, 3)",19121999547,11699889
ResNet-18,"(1, 720, 720, 3)",38172350139,11699889
ResNet-34,"(1, 90, 90, 3)",1369165803,21815473
ResNet-34,"(1, 512, 512, 3)",38472849259,21815473
ResNet-34,"(1, 720, 720, 3)",76634353003,21815473
ResNet-50,"(1, 90, 90, 3)",1449593499,25636712
ResNet-50,"(1, 512, 512, 3)",40439834651,25636712
ResNet-50,"(1, 720, 720, 3)",80597665819,25636712
ResNet-101,"(1, 90, 90, 3)",2852843881,44707176
ResNet-101,"(1, 512, 512, 3)",79311333097,44707176
ResNet-101,"(1, 720, 720, 3)",157430415593,44707176
ResNet-152,"(1, 90, 90, 3)",4249762818,60419944
ResNet-152,"(1, 512, 512, 3)",118186617218,60419944
ResNet-152,"(1, 720, 720, 3)",234277201282,60419944
ResNet-50V2,"(1, 90, 90, 3)",1315773512,25613800
ResNet-50V2,"(1, 512, 512, 3)",36490353992,25613800
ResNet-50V2,"(1, 720, 720, 3)",72826196808,25613800
ResNet-101V2,"(1, 90, 90, 3)",2718710497,44675560
ResNet-101V2,"(1, 512, 512, 3)",75352939489,44675560
ResNet-101V2,"(1, 720, 720, 3)",149641320929,44675560
ResNet-152V2,"(1, 90, 90, 3)",4115242362,60380648
ResNet-152V2,"(1, 512, 512, 3)",114217213562,60380648
ResNet-152V2,"(1, 720, 720, 3)",226466333818,60380648
ResNet-20,"(1, 90, 90, 3)",658379367,276362
ResNet-20,"(1, 512, 512, 3)",20972211367,437642
ResNet-20,"(1, 720, 720, 3)",41472158887,583562
ResNet-32,"(1, 90, 90, 3)",1115132171,472138
ResNet-32,"(1, 512, 512, 3)",35512542603,633418
ResNet-32,"(1, 720, 720, 3)",70225472907,779338
ResNet-44,"(1, 90, 90, 3)",1571884975,667914
ResNet-44,"(1, 512, 512, 3)",50052873839,829194
ResNet-44,"(1, 720, 720, 3)",98978786927,975114
ResNet-56,"(1, 90, 90, 3)",2028637779,863690
ResNet-56,"(1, 512, 512, 3)",64593205075,1024970
ResNet-56,"(1, 720, 720, 3)",127732100947,1170890
ResNet-110,"(1, 90, 90, 3)",4084025397,1744682
ResNet-110,"(1, 512, 512, 3)",130024695637,1905962
ResNet-110,"(1, 720, 720, 3)",257122014037,2051882
ResNet-164,"(1, 90, 90, 3)",6139413015,2625674
ResNet-164,"(1, 512, 512, 3)",195456186199,2786954
ResNet-164,"(1, 720, 720, 3)",386511927127,2932874
ResNet-20V2,"(1, 90, 90, 3)",1076440456,581770
ResNet-20V2,"(1, 512, 512, 3)",34117154120,1226890
ResNet-20V2,"(1, 720, 720, 3)",67465205064,1810570
ResNet-38V2,"(1, 90, 90, 3)",2106578302,1131594
ResNet-38V2,"(1, 512, 512, 3)",66759401278,1776714
ResNet-38V2,"(1, 720, 720, 3)",132014399294,2360394
ResNet-47V2,"(1, 90, 90, 3)",2621647225,1406506
ResNet-47V2,"(1, 512, 512, 3)",83080524857,2051626
ResNet-47V2,"(1, 720, 720, 3)",164288996409,2635306
ResNet-56V2,"(1, 90, 90, 3)",3136716148,1681418
ResNet-56V2,"(1, 512, 512, 3)",99401648436,2326538
ResNet-56V2,"(1, 720, 720, 3)",196563593524,2910218
ResNet-110V2,"(1, 90, 90, 3)",6227129686,3330890
ResNet-110V2,"(1, 512, 512, 3)",197328389910,3976010
ResNet-110V2,"(1, 720, 720, 3)",390211176214,4559690
ResNet-164V2,"(1, 90, 90, 3)",9317543224,4980362
ResNet-164V2,"(1, 512, 512, 3)",295255131384,5625482
ResNet-164V2,"(1, 720, 720, 3)",583858758904,6209162
ResNext-50,"(1, 90, 90, 3)",1578374289,25097137
ResNext-50,"(1, 512, 512, 3)",44275788241,25097137
ResNext-50,"(1, 720, 720, 3)",88117089745,25097137
ResNext-101,"(1, 90, 90, 3)",2991034169,44315569
ResNext-101,"(1, 512, 512, 3)",83406083193,44315569
ResNext-101,"(1, 720, 720, 3)",165461304441,44315569
SEResNet-18,"(1, 90, 90, 3)",676901379,11788969
SEResNet-18,"(1, 512, 512, 3)",19130214083,11788969
SEResNet-18,"(1, 720, 720, 3)",38188298947,11788969
SEResNet-34,"(1, 90, 90, 3)",1370287415,21976669
SEResNet-34,"(1, 512, 512, 3)",38487899959,21976669
SEResNet-34,"(1, 720, 720, 3)",76663567671,21976669
SEResNet-50,"(1, 90, 90, 3)",1459764192,28141144
SEResNet-50,"(1, 512, 512, 3)",40452269856,28141144
SEResNet-50,"(1, 720, 720, 3)",80612430624,28141144
SEResNet-101,"(1, 90, 90, 3)",2872259291,49432216
SEResNet-101,"(1, 512, 512, 3)",79341612571,49432216
SEResNet-101,"(1, 720, 720, 3)",157471737371,49432216
SEResNet-152,"(1, 90, 90, 3)",4276921686,66973272
SEResNet-152,"(1, 512, 512, 3)",118235263126,66973272
SEResNet-152,"(1, 720, 720, 3)",234347652246,66973272
SEResNext-50,"(1, 90, 90, 3)",1590405456,27628120
SEResNext-50,"(1, 512, 512, 3)",44343535760,27628120
SEResNext-50,"(1, 720, 720, 3)",88241493136,27628120
SEResNext-101,"(1, 90, 90, 3)",3013250138,49093272
SEResNext-101,"(1, 512, 512, 3)",83518413722,49093272
SEResNext-101,"(1, 720, 720, 3)",165665141658,49093272
ShuffleNet0.5-v1,"(1, 90, 90, 3)",54714746,1270780
ShuffleNet0.5-v1,"(1, 512, 512, 3)",1478875574,1270780
ShuffleNet0.5-v1,"(1, 720, 720, 3)",2946556334,1270780
ShuffleNet1.0-v1,"(1, 90, 90, 3)",210017138,4396432
ShuffleNet1.0-v1,"(1, 512, 512, 3)",5721833066,4396432
ShuffleNet1.0-v1,"(1, 720, 720, 3)",11404631642,4396432
ShuffleNet1.5-v1,"(1, 90, 90, 3)",465913322,9377956
ShuffleNet1.5-v1,"(1, 512, 512, 3)",12728878622,9377956
ShuffleNet1.5-v1,"(1, 720, 720, 3)",25374232070,9377956
ShuffleNet2.0-v1,"(1, 90, 90, 3)",822403298,16215352
ShuffleNet2.0-v1,"(1, 512, 512, 3)",22500012242,16215352
ShuffleNet2.0-v1,"(1, 720, 720, 3)",44855357618,16215352
ShuffleNet0.5-v2,"(1, 90, 90, 3)",57046889,2296774
ShuffleNet0.5-v2,"(1, 512, 512, 3)",1448525443,2296774
ShuffleNet0.5-v2,"(1, 720, 720, 3)",2899833119,2296774
ShuffleNet1.0-v2,"(1, 90, 90, 3)",190377357,5043740
ShuffleNet1.0-v2,"(1, 512, 512, 3)",5102170593,5043740
ShuffleNet1.0-v2,"(1, 720, 720, 3)",10200661081,5043740
ShuffleNet1.5-v2,"(1, 90, 90, 3)",404102785,9266922
ShuffleNet1.5-v2,"(1, 512, 512, 3)",10965299759,9266922
ShuffleNet1.5-v2,"(1, 720, 720, 3)",21907127747,9266922
ShuffleNet2.0-v2,"(1, 90, 90, 3)",698223173,14966320
ShuffleNet2.0-v2,"(1, 512, 512, 3)",19037912941,14966320
ShuffleNet2.0-v2,"(1, 720, 720, 3)",38019233117,14966320
MNASNet0.35,"(1, 90, 90, 3)",108088285,807912
MNASNet0.35,"(1, 512, 512, 3)",108088285,807912
MNASNet0.35,"(1, 720, 720, 3)",108088285,807912
MNASNet0.5,"(1, 90, 90, 3)",199475709,1400464
MNASNet0.5,"(1, 512, 512, 3)",199475709,1400464
MNASNet0.5,"(1, 720, 720, 3)",199475709,1400464
MNASNet0.75,"(1, 90, 90, 3)",425984525,2653536
MNASNet0.75,"(1, 512, 512, 3)",425984525,2653536
MNASNet0.75,"(1, 720, 720, 3)",425984525,2653536
MNASNet1.0,"(1, 90, 90, 3)",633342109,4214096
MNASNet1.0,"(1, 512, 512, 3)",633342109,4214096
MNASNet1.0,"(1, 720, 720, 3)",633342109,4214096
MNASNet1.4,"(1, 90, 90, 3)",1208710813,7602928
MNASNet1.4,"(1, 512, 512, 3)",1208710813,7602928
MNASNet1.4,"(1, 720, 720, 3)",1208710813,7602928
EfficientNet-B0,"(1, 90, 90, 3)",154232860,5288548
EfficientNet-B0,"(1, 512, 512, 3)",4085726980,5288548
EfficientNet-B0,"(1, 720, 720, 3)",8183072596,5288548
EfficientNet-B1,"(1, 90, 90, 3)",227566286,7794184
EfficientNet-B1,"(1, 512, 512, 3)",6037755022,7794184
EfficientNet-B1,"(1, 720, 720, 3)",12115898366,7794184
EfficientNet-B2,"(1, 90, 90, 3)",263709810,9109994
EfficientNet-B2,"(1, 512, 512, 3)",6975337890,9109994
EfficientNet-B2,"(1, 720, 720, 3)",14003005810,9109994
EfficientNet-B3,"(1, 90, 90, 3)",380343386,12233232
EfficientNet-B3,"(1, 512, 512, 3)",10180386834,12233232
EfficientNet-B3,"(1, 720, 720, 3)",20415039626,12233232
EfficientNet-B4,"(1, 90, 90, 3)",595640786,19341616
EfficientNet-B4,"(1, 512, 512, 3)",15877844034,19341616
EfficientNet-B4,"(1, 720, 720, 3)",31863479154,19341616
MobileNet-small0.75-v3,"(1, 90, 90, 3)",33757058,4221362
MobileNet-small0.75-v3,"(1, 512, 512, 3)",533775566,4221362
MobileNet-small0.75-v3,"(1, 720, 720, 3)",1052229320,4221362
MobileNet-small1.0-v3,"(1, 90, 90, 3)",37754604,4320632
MobileNet-small1.0-v3,"(1, 512, 512, 3)",643000724,4320632
MobileNet-small1.0-v3,"(1, 720, 720, 3)",1271498412,4320632
MobileNet-small1.5-v3,"(1, 90, 90, 3)",45720320,4519172
MobileNet-small1.5-v3,"(1, 512, 512, 3)",860615456,4519172
MobileNet-small1.5-v3,"(1, 720, 720, 3)",1708371092,4519172
MobileNet-large1.0-v3,"(1, 90, 90, 3)",116342470,10037304
MobileNet-large1.0-v3,"(1, 512, 512, 3)",2348222198,10037304
MobileNet-large1.0-v3,"(1, 720, 720, 3)",4650887654,10037304
ResNet-200,"(1, 90, 90, 3)",7509671427,3213002
ResNet-200,"(1, 512, 512, 3)",239077179907,3374282
ResNet-200,"(1, 720, 720, 3)",472771869187,3520202
Basic_3,"(1, 64, 64, 3)",2281559607,24124520
Basic_3,"(1, 128, 128, 3)",9724253751,66067560
Basic_3,"(1, 224, 224, 3)",30683397687,191896680
Basic_4,"(1, 64, 64, 3)",5539775031,36524648
Basic_4,"(1, 128, 128, 3)",23665361463,78467688
AlexNet,"(1, 224, 224, 3)",1182318421,38366593
AlexNet,"(1, 256, 256, 3)",1669386837,41512321
AlexNet,"(1, 512, 512, 3)",9391145557,142175617
